Tarih,Aşama,Kanal,Özet,Telegram’a Gönderildi mi?,Prompt Tokens,Completion Tokens,Toplam Tokens
2025-06-05 12:41,Translate & Filter,ww3media,"🔴Gökle yer arasında kurulan cesaret köprüsü!🇹🇷

-Milli Savunma Bakanlığı",Hayır,135,2,137
2025-06-05 12:41,Translate & Filter,ateobreaking,"Молодёжь отказывается переезжать в сёла только потому что там нет стабильного интернета, заявила гла",Hayır,142,2,144
2025-06-05 12:46,Translate & Filter,ww3media,"🔴İnfaz yasasının yürürlüğe girmesiyle Adana’da cezaevinden tahliye olan bir şahıs:

""Cumhurbaşkanımı",Hayır,169,2,171
2025-06-05 12:46,Final,ww3media,"🔴İsrail’de 1200 akademisyenin oluşturduğu “Siyah Bayrak” hareketi, İsraillileri Gazze’deki savaş suç",Evet,156,46,202
2025-06-05 12:46,Translate & Filter,ateobreaking,"Молодёжь отказывается переезжать в сёла только потому что там нет стабильного интернета, заявила гла",Hayır,142,2,144
2025-06-05 12:51,Final,ww3media,"🚨Almanya Dışişleri Bakanı Wadephul:

AB, İsrail’e silah göndermeye devam etmeli ve Ortaklık Anlaşmas",Evet,151,32,183
2025-06-05 12:52,Translate & Filter,ww3media,"🔴İnfaz yasasının yürürlüğe girmesiyle Adana’da cezaevinden tahliye olan bir şahıs:

""Cumhurbaşkanımı",Hayır,169,2,171
2025-06-05 12:52,Translate & Filter,ateobreaking,"Молодёжь отказывается переезжать в сёла только потому что там нет стабильного интернета, заявила гла",Hayır,142,2,144
2025-06-05 12:57,Translate & Filter,ww3media,"🔴İnfaz yasasının yürürlüğe girmesiyle Adana’da cezaevinden tahliye olan bir şahıs:

""Cumhurbaşkanımı",Hayır,169,2,171
2025-06-05 12:57,Translate & Filter,ateobreaking,"Молодёжь отказывается переезжать в сёла только потому что там нет стабильного интернета, заявила гла",Hayır,142,2,144
2025-06-05 13:02,Translate & Filter,ww3media,"🔴İnfaz yasasının yürürlüğe girmesiyle Adana’da cezaevinden tahliye olan bir şahıs:

""Cumhurbaşkanımı",Hayır,169,2,171
2025-06-05 13:02,Final,ateobreaking,"**Между Ереваном и Москвой сложились здоровые отношения, несмотря на разночтения по ряду вопросов**,",Evet,146,41,187
2025-06-05 13:02,Translate & Filter,ateobreaking,"Молодёжь отказывается переезжать в сёла только потому что там нет стабильного интернета, заявила гла",Hayır,142,2,144
2025-06-05 13:07,Translate & Filter,ww3media,"🔴İnfaz yasasının yürürlüğe girmesiyle Adana’da cezaevinden tahliye olan bir şahıs:

""Cumhurbaşkanımı",Hayır,169,2,171
2025-06-05 13:07,Translate & Filter,ateobreaking,iOS 26 будет представлена 9 июня,Hayır,119,2,121
2025-06-05 13:07,Translate & Filter,ateobreaking,"Умер Анатолий Гуницкий — сооснователь группы «Аквариум», поэт, драматург и журналист

Ему был 71 год",Hayır,145,2,147
2025-06-05 13:12,Final,ww3media,"🔴Xi Jinping ve Trump telefon görüşmesi gerçekleştirdi.

-Reuters",Evet,123,29,152
2025-06-05 13:13,Translate & Filter,ww3media,"🔴İnfaz yasasının yürürlüğe girmesiyle Adana’da cezaevinden tahliye olan bir şahıs:

""Cumhurbaşkanımı",Hayır,169,2,171
2025-06-05 13:13,Final,ateobreaking,"Си Цзиньпин и Дональд Трамп провели телефонный разговор, пишет Синьхуа",Evet,135,28,163
2025-06-05 13:13,Translate & Filter,ateobreaking,iOS 26 будет представлена 9 июня,Hayır,119,2,121
2025-06-05 13:13,Translate & Filter,ateobreaking,"Умер Анатолий Гуницкий — сооснователь группы «Аквариум», поэт, драматург и журналист

Ему был 71 год",Hayır,145,2,147
2025-06-05 13:18,Translate & Filter,ww3media,"🔴İnfaz yasasının yürürlüğe girmesiyle Adana’da cezaevinden tahliye olan bir şahıs:

""Cumhurbaşkanımı",Hayır,169,2,171
2025-06-05 13:18,Translate & Filter,ateobreaking,iOS 26 будет представлена 9 июня,Hayır,119,2,121
2025-06-05 13:18,Translate & Filter,ateobreaking,"Умер Анатолий Гуницкий — сооснователь группы «Аквариум», поэт, драматург и журналист

Ему был 71 год",Hayır,145,2,147
2025-06-05 13:23,Translate & Filter,ww3media,"🔴İnfaz yasasının yürürlüğe girmesiyle Adana’da cezaevinden tahliye olan bir şahıs:

""Cumhurbaşkanımı",Hayır,169,2,171
2025-06-05 13:23,Final,ateobreaking,**❗️****Ирану удалось создать полный ядерный топливный цикл.** Поэтому сегодня мы способны производи,Evet,202,53,255
2025-06-05 13:24,Translate & Filter,ateobreaking,iOS 26 будет представлена 9 июня,Hayır,119,2,121
2025-06-05 13:29,Translate & Filter,ww3media,"🔴İnfaz yasasının yürürlüğe girmesiyle Adana’da cezaevinden tahliye olan bir şahıs:

""Cumhurbaşkanımı",Hayır,169,2,171
2025-06-05 13:29,Translate & Filter,ateobreaking,iOS 26 будет представлена 9 июня,Hayır,119,2,121
2025-06-05 13:34,Translate & Filter,ww3media,"🔴Trabzonspor’un yeni tanıtım filminde, şehit Eren Bülbül ile hayatını kaybeden Mattia Ahmet Minguzzi",Hayır,149,2,151
2025-06-05 13:34,Translate & Filter,ww3media,"🔴İnfaz yasasının yürürlüğe girmesiyle Adana’da cezaevinden tahliye olan bir şahıs:

""Cumhurbaşkanımı",Hayır,169,2,171
2025-06-05 13:34,Translate & Filter,ateobreaking,iOS 26 будет представлена 9 июня,Hayır,119,2,121
2025-06-05 13:39,Translate & Filter,ww3media,"🔴 Dünya obeziteden, Gazze açlıktan ölüyor…

-TRT Haber",Hayır,130,2,132
2025-06-05 13:39,Translate & Filter,ww3media,"🔴Düzce’de devreye giren yapay zekâ destekli radar sistemi, sadece 4 günde 526 bin TL ceza kesti.",Hayır,143,2,145
2025-06-05 13:39,Translate & Filter,ww3media,"🔴Trabzonspor’un yeni tanıtım filminde, şehit Eren Bülbül ile hayatını kaybeden Mattia Ahmet Minguzzi",Hayır,149,2,151
2025-06-05 13:39,Translate & Filter,ateobreaking,iOS 26 будет представлена 9 июня,Hayır,119,2,121
2025-06-05 13:44,Translate & Filter,ww3media,"🔴 Dünya obeziteden, Gazze açlıktan ölüyor…

-TRT Haber",Hayır,130,2,132
2025-06-05 13:44,Translate & Filter,ww3media,"🔴Düzce’de devreye giren yapay zekâ destekli radar sistemi, sadece 4 günde 526 bin TL ceza kesti.",Hayır,143,2,145
2025-06-05 13:44,Translate & Filter,ww3media,"🔴Trabzonspor’un yeni tanıtım filminde, şehit Eren Bülbül ile hayatını kaybeden Mattia Ahmet Minguzzi",Hayır,149,2,151
2025-06-05 13:44,Translate & Filter,ateobreaking,iOS 26 будет представлена 9 июня,Hayır,119,2,121
2025-06-05 13:49,Final,ww3media,"🚨İran Devrim Muhafızları Komutanı:

“İsrailliler bizim kapasitemizi çok iyi biliyor. Her türlü saldı",Evet,149,35,184
2025-06-05 13:49,Translate & Filter,ww3media,"🔴 Dünya obeziteden, Gazze açlıktan ölüyor…

-TRT Haber",Hayır,130,2,132
2025-06-05 13:50,Translate & Filter,ww3media,"🔴Düzce’de devreye giren yapay zekâ destekli radar sistemi, sadece 4 günde 526 bin TL ceza kesti.",Hayır,143,2,145
2025-06-05 13:50,Translate & Filter,ateobreaking,"**На новых Lada 2023–2024 годов массово ломаются гидроусилители руля.**

Проблема в пластиковых подш",Hayır,197,2,199
2025-06-05 13:55,Translate & Filter,ww3media,"🔴 Dünya obeziteden, Gazze açlıktan ölüyor…

-TRT Haber",Hayır,130,2,132
2025-06-05 13:55,Translate & Filter,ww3media,"🔴Düzce’de devreye giren yapay zekâ destekli radar sistemi, sadece 4 günde 526 bin TL ceza kesti.",Hayır,143,2,145
2025-06-05 13:55,Final,ateobreaking,❗️**Россиян начнут штрафовать и сажать за сдачу международных экзаменов по английскому языку** — нап,Evet,213,58,271
2025-06-05 13:55,Translate & Filter,ateobreaking,"**На новых Lada 2023–2024 годов массово ломаются гидроусилители руля.**

Проблема в пластиковых подш",Hayır,197,2,199
2025-06-05 14:00,Final,ww3media,"🚨Almanya Dışişleri Bakanı: 

İsrail’in bir dostu olarak söylüyorum; İsrail’in komşularıyla barış içi",Evet,150,34,184
2025-06-05 14:01,Final,ww3media,"🔴Almanya Dışişleri Bakanı: 

▪️Orta Doğu’da kalıcı barış için tek gerçekçi çözüm, iki devletli çözüm",Evet,182,60,242
2025-06-05 14:01,Translate & Filter,ateobreaking,"**На новых Lada 2023–2024 годов массово ломаются гидроусилители руля.**

Проблема в пластиковых подш",Hayır,197,2,199
2025-06-05 14:06,Final,ww3media,"🚨Almanya:

İran asla bir nükleer bombaya sahip olmamalı.",Evet,130,20,150
2025-06-05 14:06,Translate & Filter,ateobreaking,"**На новых Lada 2023–2024 годов массово ломаются гидроусилители руля.**

Проблема в пластиковых подш",Hayır,197,2,199
2025-06-05 14:11,Final,ateobreaking,"ЕС считает своей целью борьбу с Россией и хочет нанести ей превентивный удар, продолжая войну на Укр",Evet,140,38,178
2025-06-05 14:12,Translate & Filter,ateobreaking,"**На новых Lada 2023–2024 годов массово ломаются гидроусилители руля.**

Проблема в пластиковых подш",Hayır,197,2,199
2025-06-05 14:17,Translate & Filter,ww3media,"🔴Mustafa Varank, Ekrem İmamoğlu ile ilgili bir paylaşım yaptı:

Sevgili Muhalifler,

Ekrem İmamoğlu,",Hayır,275,2,277
2025-06-05 14:17,Translate & Filter,ateobreaking,"**На новых Lada 2023–2024 годов массово ломаются гидроусилители руля.**

Проблема в пластиковых подш",Hayır,197,2,199
2025-06-05 14:22,Translate & Filter,ww3media,"🔴Mustafa Varank, Ekrem İmamoğlu ile ilgili bir paylaşım yaptı:

Sevgili Muhalifler,

Ekrem İmamoğlu,",Hayır,275,2,277
2025-06-05 14:22,Final,ateobreaking,"🇪🇺 ЕЦБ снижает процентные ставки после того, как инфляция опустилась ниже целевого показателя в 2%",Evet,140,26,166
2025-06-05 14:22,Translate & Filter,ateobreaking,"**На новых Lada 2023–2024 годов массово ломаются гидроусилители руля.**

Проблема в пластиковых подш",Hayır,197,2,199
2025-06-05 14:27,Translate & Filter,ww3media,🔴İstanbul’da sabit radar noktalarını gösteren bir harita yayınlandı.,Hayır,127,2,129
2025-06-05 14:27,Translate & Filter,ww3media,"🔴Mustafa Varank, Ekrem İmamoğlu ile ilgili bir paylaşım yaptı:

Sevgili Muhalifler,

Ekrem İmamoğlu,",Hayır,275,2,277
2025-06-05 14:27,Translate & Filter,ateobreaking,"**На новых Lada 2023–2024 годов массово ломаются гидроусилители руля.**

Проблема в пластиковых подш",Hayır,197,2,199
2025-06-05 14:33,Final,ww3media,"🔴Hamas: 

İsrail, Gazze’de suç çetelerini silahlandırıp halkı açlık ve kaosla teslim almaya çalışıyo",Evet,170,48,218
2025-06-05 14:33,Translate & Filter,ww3media,🔴İstanbul’da sabit radar noktalarını gösteren bir harita yayınlandı.,Hayır,127,2,129
2025-06-05 14:33,Translate & Filter,ww3media,"🔴Mustafa Varank, Ekrem İmamoğlu ile ilgili bir paylaşım yaptı:

Sevgili Muhalifler,

Ekrem İmamoğlu,",Hayır,275,2,277
2025-06-05 14:33,Final,ateobreaking,"**Яндекс по указанию МО РФ** **заблюрил на своих картах военные объекты в Москве **

Теперь по размы",Evet,152,46,198
2025-06-05 14:38,Final,ww3media,"🔴Fransa Cumhurbaşkanı Macron: 

İsrail’e karşı sert adımlar atıp atmayacağımıza yakında karar verece",Evet,148,29,177
2025-06-05 14:54,Translate & Filter,ww3media,"🔴Eski Mossad Başkanı Tamir Pardo:

▪️Teröristlerin %70 ila %90’ını öldürdük.

▪️Ama sivil ölümleri b",Hayır,155,2,157
2025-06-05 14:59,Translate & Filter,ww3media,"🔴 Prof. Dr. Naci Görür:

Daha dün 50 binden fazla insanımızı kaybetmedik sanki. 

Deprem, fay hakkın",Hayır,201,2,203
2025-06-05 14:59,Final,ww3media,"🔴Eski Mossad Başkanı Tamir Pardo:

▪️Teröristlerin %70 ila %90’ını öldürdük.

▪️Ama sivil ölümleri b",Evet,155,40,195
2025-06-05 15:05,Final,ww3media,"🚨ABD Başkanı Donald Trump: 

▪️Çin lideri Xi ile 1.5 saatlik verimli bir görüşme yaptık.

▪️Ticaret ",Evet,215,77,292
2025-06-05 15:05,Translate & Filter,ww3media,"🔴 Prof. Dr. Naci Görür:

Daha dün 50 binden fazla insanımızı kaybetmedik sanki. 

Deprem, fay hakkın",Hayır,201,2,203
2025-06-05 15:05,Final,ateobreaking,"Генпрокуратура РФ признала  «нежелательной» зарегистрированную в Германии компанию Radio Echo GmbH, ",Evet,157,47,204
2025-06-05 15:10,Translate & Filter,ww3media,"🔴 Prof. Dr. Naci Görür:

Daha dün 50 binden fazla insanımızı kaybetmedik sanki. 

Deprem, fay hakkın",Hayır,201,2,203
2025-06-05 15:10,Translate & Filter,ateobreaking,"**Яндекс по указанию МО РФ** замаскироваал** на своих картах военные объекты в Москве **

Теперь по ",Hayır,154,2,156
2025-06-05 15:15,Translate & Filter,ww3media,"🔴 Prof. Dr. Naci Görür:

Daha dün 50 binden fazla insanımızı kaybetmedik sanki. 

Deprem, fay hakkın",Hayır,201,2,203
2025-06-05 15:15,Translate & Filter,ateobreaking,"**Яндекс по указанию МО РФ** замаскироваал** на своих картах военные объекты в Москве **

Теперь по ",Hayır,154,2,156
2025-06-05 15:21,Final,conflict_tr,"🔴 Kudüs Tugayları, Gazze'nin Han Yunus kentinde İsrail askerlerine havan saldırısı düzenledi.",Evet,136,31,167
2025-06-05 15:22,Translate & Filter,conflict_tr,"🔴 İçişleri Bakanlığı, trafik sabit radar noktalarını paylaştı.",Hayır,128,2,130
2025-06-05 15:22,Final,conflict_tr,"🔴 Almanya: 

""İsrail, Batı Şeria'daki yerleşim yerleri sebebi ile uluslararası hukuku ihlal ediyor.""",Evet,142,27,169
2025-06-05 15:22,Final,conflict_tr,🔴 Gazze'de kıtlık nedeniyle yemek yardımını açlıktan ağlayarak bekleyen çocuklar.,Evet,133,25,158
2025-06-05 15:23,Translate & Filter,ww3media,"🔴 Prof. Dr. Naci Görür:

Daha dün 50 binden fazla insanımızı kaybetmedik sanki. 

Deprem, fay hakkın",Hayır,201,2,203
2025-06-05 15:23,Translate & Filter,ateobreaking,"**Яндекс по указанию МО РФ** замаскировал** на своих картах военные объекты в Москве **

Теперь по р",Hayır,153,2,155
2025-06-05 15:31,Final,conflict_tr,"🔴 Azerbaycan Cumhurbaşkanı Müşaviri Hikmet Hacıyev:

▪Bazen belirli başlıklarda yazılar çıkıyor. ""Az",Evet,264,56,320
2025-06-05 15:31,Translate & Filter,conflict_tr,"🔴 İçişleri Bakanlığı, trafik sabit radar noktalarını paylaştı.",Hayır,128,2,130
2025-06-05 15:31,Translate & Filter,ww3media,"🔴 Prof. Dr. Naci Görür:

Daha dün 50 binden fazla insanımızı kaybetmedik sanki. 

Deprem, fay hakkın",Hayır,201,2,203
2025-06-05 15:31,Translate & Filter,ateobreaking,"**Яндекс по указанию МО РФ** замаскировал** на своих картах военные объекты в Москве **

Теперь по р",Hayır,153,2,155
2025-06-05 15:36,Translate & Filter,conflict_tr,"🔴 İçişleri Bakanlığı, trafik sabit radar noktalarını paylaştı.",Hayır,128,2,130
2025-06-05 15:36,Translate & Filter,ww3media,"🔴 Prof. Dr. Naci Görür:

Daha dün 50 binden fazla insanımızı kaybetmedik sanki. 

Deprem, fay hakkın",Hayır,201,2,203
2025-06-05 15:36,Translate & Filter,ateobreaking,"**Яндекс по указанию МО РФ** замаскировал** на своих картах военные объекты в Москве **

Теперь по р",Hayır,153,2,155
2025-06-05 15:41,Translate & Filter,conflict_tr,"🔴 İçişleri Bakanlığı, trafik sabit radar noktalarını paylaştı.",Hayır,128,2,130
2025-06-05 15:41,Translate & Filter,ww3media,"🔴 Prof. Dr. Naci Görür:

Daha dün 50 binden fazla insanımızı kaybetmedik sanki. 

Deprem, fay hakkın",Hayır,201,2,203
2025-06-05 15:41,Translate & Filter,ateobreaking,Завтра в Москве в связи с празднованием Курбан-байрама перекроют часть улиц,Hayır,131,2,133
2025-06-05 15:41,Translate & Filter,ateobreaking,"**Яндекс по указанию МО РФ** замаскировал** на своих картах военные объекты в Москве **

Теперь по р",Hayır,153,2,155
2025-06-05 15:51,Final,conflict_tr,"🔴 Gazze'de İsrail tarafından alıkonulan Filistinliler: 

▪️Bizi zindanlara koydular ve her gün üzeri",Evet,178,40,218
2025-06-05 15:51,Translate & Filter,conflict_tr,"🔴 İçişleri Bakanlığı, trafik sabit radar noktalarını paylaştı.",Hayır,128,2,130
2025-06-05 15:52,Final,ww3media,"🔴Rus ordusu, Herson’daki belediye binasını vurdu.",Evet,126,23,149
2025-06-05 15:53,Translate & Filter,ww3media,"🔴 Prof. Dr. Naci Görür:

Daha dün 50 binden fazla insanımızı kaybetmedik sanki. 

Deprem, fay hakkın",Hayır,201,2,203
2025-06-05 15:53,Final,ateobreaking,Канцлер Германии Фридрих Мерц встретился с президентом США Дональдом Трампом,Evet,132,34,166
2025-06-05 15:53,Translate & Filter,ateobreaking,Завтра в Москве в связи с празднованием Курбан-байрама перекроют часть улиц,Hayır,131,2,133
2025-06-05 15:58,Translate & Filter,conflict_tr,"🔴 İçişleri Bakanlığı, trafik sabit radar noktalarını paylaştı.",Hayır,128,2,130
2025-06-05 15:58,Translate & Filter,ww3media,"🔴 Prof. Dr. Naci Görür:

Daha dün 50 binden fazla insanımızı kaybetmedik sanki. 

Deprem, fay hakkın",Hayır,201,2,203
2025-06-05 15:58,Translate & Filter,ateobreaking,Завтра в Москве в связи с празднованием Курбан-байрама перекроют часть улиц,Hayır,131,2,133
2025-06-05 16:03,Translate & Filter,conflict_tr,"🔴 Sedat Peker, ihtiyaç sahibi ailelere binlerce kurban bağışladı.",Hayır,131,2,133
2025-06-05 16:03,Translate & Filter,ww3media,"🔴 Prof. Dr. Naci Görür:

Daha dün 50 binden fazla insanımızı kaybetmedik sanki. 

Deprem, fay hakkın",Hayır,201,2,203
2025-06-05 16:03,Final,ateobreaking,Украина согласовала с Японией получение $3 млрд за счет доходов от активов РФ,Evet,129,32,161
2025-06-05 16:04,Translate & Filter,ateobreaking,Завтра в Москве в связи с празднованием Курбан-байрама перекроют часть улиц,Hayır,131,2,133
2025-06-05 16:09,Translate & Filter,conflict_tr,"🔴 Sedat Peker, ihtiyaç sahibi ailelere binlerce kurban bağışladı.",Hayır,131,2,133
2025-06-05 16:09,Translate & Filter,ww3media,"🔴 Prof. Dr. Naci Görür:

Daha dün 50 binden fazla insanımızı kaybetmedik sanki. 

Deprem, fay hakkın",Hayır,201,2,203
2025-06-05 16:09,Translate & Filter,ateobreaking,Завтра в Москве в связи с празднованием Курбан-байрама перекроют часть улиц,Hayır,131,2,133
2025-06-05 16:14,Translate & Filter,conflict_tr,"🔴 Sedat Peker, ihtiyaç sahibi ailelere binlerce kurban bağışladı.",Hayır,131,2,133
2025-06-05 16:14,Translate & Filter,ww3media,"🔴 Prof. Dr. Naci Görür:

Daha dün 50 binden fazla insanımızı kaybetmedik sanki. 

Deprem, fay hakkın",Hayır,201,2,203
2025-06-05 16:14,Translate & Filter,ateobreaking,Завтра в Москве в связи с празднованием Курбан-байрама перекроют часть улиц,Hayır,131,2,133
2025-06-05 16:19,Translate & Filter,conflict_tr,"🔴 Sedat Peker, ihtiyaç sahibi ailelere binlerce kurban bağışladı.",Hayır,131,2,133
2025-06-05 16:19,Translate & Filter,ww3media,"🔴 Prof. Dr. Naci Görür:

Daha dün 50 binden fazla insanımızı kaybetmedik sanki. 

Deprem, fay hakkın",Hayır,201,2,203
2025-06-05 16:19,Translate & Filter,ateobreaking,Завтра в Москве в связи с празднованием Курбан-байрама перекроют часть улиц,Hayır,131,2,133
2025-06-05 16:24,Translate & Filter,conflict_tr,"🔴 Sedat Peker, ihtiyaç sahibi ailelere binlerce kurban bağışladı.",Hayır,131,2,133
2025-06-05 16:24,Translate & Filter,ww3media,"🔴 Prof. Dr. Naci Görür:

Daha dün 50 binden fazla insanımızı kaybetmedik sanki. 

Deprem, fay hakkın",Hayır,201,2,203
2025-06-05 16:24,Translate & Filter,ateobreaking,Завтра в Москве в связи с празднованием Курбан-байрама перекроют часть улиц,Hayır,131,2,133
2025-06-05 16:29,Translate & Filter,conflict_tr,"🔴 Sedat Peker, ihtiyaç sahibi ailelere binlerce kurban bağışladı.",Hayır,131,2,133
2025-06-05 16:29,Translate & Filter,ww3media,"🔴 Prof. Dr. Naci Görür:

Daha dün 50 binden fazla insanımızı kaybetmedik sanki. 

Deprem, fay hakkın",Hayır,201,2,203
2025-06-05 16:29,Final,ateobreaking,"Трамп заявил, что просил Путина не давать** **ответ на недавнюю атаку Киева по аэродромам",Evet,137,30,167
2025-06-05 16:29,Final,ateobreaking,Трамп: я выступаю за остановку убийств в Украине,Evet,122,25,147
2025-06-05 16:35,Translate & Filter,conflict_tr,"🔴 Sedat Peker, ihtiyaç sahibi ailelere binlerce kurban bağışladı.",Hayır,131,2,133
2025-06-05 16:35,Translate & Filter,ww3media,"🔴 Prof. Dr. Naci Görür:

Daha dün 50 binden fazla insanımızı kaybetmedik sanki. 

Deprem, fay hakkın",Hayır,201,2,203
2025-06-05 16:40,Translate & Filter,conflict_tr,"🔴 Sedat Peker, ihtiyaç sahibi ailelere binlerce kurban bağışladı.",Hayır,131,2,133
2025-06-05 16:40,Translate & Filter,ww3media,"🔴 Prof. Dr. Naci Görür:

Daha dün 50 binden fazla insanımızı kaybetmedik sanki. 

Deprem, fay hakkın",Hayır,201,2,203
2025-06-05 16:45,Translate & Filter,conflict_tr,"🔴 Sedat Peker, ihtiyaç sahibi ailelere binlerce kurban bağışladı.",Hayır,131,2,133
2025-06-05 16:45,Translate & Filter,ww3media,"🔴 Prof. Dr. Naci Görür:

Daha dün 50 binden fazla insanımızı kaybetmedik sanki. 

Deprem, fay hakkın",Hayır,201,2,203
2025-06-05 16:45,Final,ateobreaking,Канцлер Германии Фридрих Мерц в ходе своего визита в Вашингтон передал Трампу свидетельство о рожден,Evet,163,47,210
2025-06-05 16:50,Translate & Filter,conflict_tr,"🔴 Sedat Peker, ihtiyaç sahibi ailelere binlerce kurban bağışladı.",Hayır,131,2,133
2025-06-05 16:50,Translate & Filter,ww3media,"🔴 Prof. Dr. Naci Görür:

Daha dün 50 binden fazla insanımızı kaybetmedik sanki. 

Deprem, fay hakkın",Hayır,201,2,203
2025-06-05 16:56,Final,conflict_tr,🔴 Türk askerleri Kosova sınır hatlarında düzenli devriye faaliyetleri yürütüyor.,Evet,131,26,157
2025-06-05 16:56,Final,conflict_tr,"🔴 ABD Başkanı Donald Trump: (Rusya-Ukrayna)

▪️Bazen birbirinden nefret eden iki çocuğun parkta dövü",Evet,185,56,241
2025-06-05 16:56,Final,conflict_tr,"🔴 ABD Başkanı Donald Trump: 

▪️Ben kimseyle (Putin) arkadaş değilim. 

▪️Rusya çizgiyi aşarsa, göre",Evet,155,40,195
2025-06-05 16:57,Translate & Filter,ww3media,"🔴 Prof. Dr. Naci Görür:

Daha dün 50 binden fazla insanımızı kaybetmedik sanki. 

Deprem, fay hakkın",Hayır,201,2,203
2025-06-05 17:02,Translate & Filter,conflict_tr,"🔴 Elon Musk: 

▪️Ben olmasaydım Trump bu seçimi kaybetmişti.

▪️Nankör.",Hayır,137,2,139
2025-06-05 17:02,Translate & Filter,ww3media,"🔴ABD Başkanı Donald Trump: 

Elon Musk'a çok kırıldım. Harika bir ilişkimiz vardı. Artık nasıl olur ",Hayır,141,2,143
2025-06-05 17:07,Translate & Filter,conflict_tr,"🔴 Elon Musk: 

▪️Ben olmasaydım Trump bu seçimi kaybetmişti.

▪️Nankör.",Hayır,137,2,139
2025-06-05 17:07,Translate & Filter,ww3media,"🔴Donald Trump'tan Elon Musk'a:

“Onu çok destekledim. Tasarının detaylarını herkesten iyi biliyordu,",Hayır,171,2,173
2025-06-05 17:07,Translate & Filter,ww3media,"🔴ABD Başkanı Donald Trump: 

Elon Musk'a çok kırıldım. Harika bir ilişkimiz vardı. Artık nasıl olur ",Hayır,141,2,143
2025-06-05 17:12,Translate & Filter,conflict_tr,"🔴 Elon Musk: 

▪️Ben olmasaydım Trump bu seçimi kaybetmişti.

▪️Nankör.",Hayır,137,2,139
2025-06-05 17:12,Translate & Filter,ww3media,"🚨**Elon Musk:**

Ben olmasaydım Trump seçimi kaybederdi.

Yaptığı nankörlük.",Hayır,138,2,140
2025-06-05 17:12,Translate & Filter,ww3media,"🔴Donald Trump'tan Elon Musk'a:

“Onu çok destekledim. Tasarının detaylarını herkesten iyi biliyordu,",Hayır,171,2,173
2025-06-05 17:12,Translate & Filter,ww3media,"🔴ABD Başkanı Donald Trump: 

Elon Musk'a çok kırıldım. Harika bir ilişkimiz vardı. Artık nasıl olur ",Hayır,141,2,143
2025-06-05 17:17,Translate & Filter,conflict_tr,"🔴 Elon Musk: 

▪️Ben olmasaydım Trump bu seçimi kaybetmişti.

▪️Nankör.",Hayır,137,2,139
2025-06-05 17:17,Translate & Filter,ww3media,"🚨**Elon Musk:**

Ben olmasaydım Trump seçimi kaybederdi.

Yaptığı nankörlük.",Hayır,138,2,140
2025-06-05 17:17,Translate & Filter,ww3media,"🔴Donald Trump'tan Elon Musk'a:

“Onu çok destekledim. Tasarının detaylarını herkesten iyi biliyordu,",Hayır,171,2,173
2025-06-05 17:17,Translate & Filter,ww3media,"🔴ABD Başkanı Donald Trump: 

Elon Musk'a çok kırıldım. Harika bir ilişkimiz vardı. Artık nasıl olur ",Hayır,141,2,143
2025-06-05 17:22,Translate & Filter,conflict_tr,"🔴 Sedat Peker; Şehit Eren Bülbül’ün annesi Ayşe Bülbül'ü kurban bayramında unutmadı. 

“Sedat Peker'",Hayır,195,2,197
2025-06-05 17:22,Translate & Filter,conflict_tr,🔴 Elon Musk ve Donald Trump'un atışmasının ardından Tesla hisseleri düşüşe geçti.,Hayır,129,2,131
2025-06-05 17:22,Final,conflict_tr,"🔴 ABD Başkanı Donald Trump: 

""Rusya-Ukrayna savaşında ölenlerin sayısı medyada yansıyanın çok üzeri",Evet,139,34,173
2025-06-05 17:23,Translate & Filter,conflict_tr,"🔴 Elon Musk: 

▪️Ben olmasaydım Trump bu seçimi kaybetmişti.

▪️Nankör.",Hayır,137,2,139
2025-06-05 17:23,Translate & Filter,ww3media,"🚨**Elon Musk:**

Ben olmasaydım Trump seçimi kaybederdi.

Yaptığı nankörlük.",Hayır,138,2,140
2025-06-05 17:23,Translate & Filter,ww3media,"🔴Donald Trump'tan Elon Musk'a:

“Onu çok destekledim. Tasarının detaylarını herkesten iyi biliyordu,",Hayır,171,2,173
2025-06-05 17:23,Translate & Filter,ww3media,"🔴ABD Başkanı Donald Trump: 

Elon Musk'a çok kırıldım. Harika bir ilişkimiz vardı. Artık nasıl olur ",Hayır,141,2,143
2025-06-05 17:28,Translate & Filter,conflict_tr,"🔴 Sedat Peker; Şehit Eren Bülbül’ün annesi Ayşe Bülbül'ü kurban bayramında unutmadı. 

“Sedat Peker'",Hayır,195,2,197
2025-06-05 17:28,Translate & Filter,conflict_tr,🔴 Elon Musk ve Donald Trump'un atışmasının ardından Tesla hisseleri düşüşe geçti.,Hayır,129,2,131
2025-06-05 17:28,Translate & Filter,conflict_tr,"🔴 Elon Musk: 

▪️Ben olmasaydım Trump bu seçimi kaybetmişti.

▪️Nankör.",Hayır,137,2,139
2025-06-05 17:28,Translate & Filter,ww3media,"🚨**Elon Musk:**

Ben olmasaydım Trump seçimi kaybederdi.

Yaptığı nankörlük.",Hayır,138,2,140
2025-06-05 17:28,Translate & Filter,ww3media,"🔴Donald Trump'tan Elon Musk'a:

“Onu çok destekledim. Tasarının detaylarını herkesten iyi biliyordu,",Hayır,171,2,173
